rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
511,5200,Food & Beverage,Cheng Xue,53,China,Soy sauce,Food & Beverage,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
511,5200,Real Estate,Robert Faith,59,United States,Real estate management,Real Estate,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
511,5200,Fashion & Retail,Gao Dekang & family,71,China,Apparel,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
511,5200,Fashion & Retail,Micky Jagtiani,71,United Arab Emirates,Retail,Fashion & Retail,,FALSE,U,M,4/4/2023 5:01,"$421,142,267,938",108.4,77.8,0.1,15.9,9770529
511,5200,Telecom,Ananda Krishnan,85,Malaysia,"Telecoms, media, oil-services",Telecom,,TRUE,D,M,4/4/2023 5:01,"$364,701,517,788",105.3,76,12,38.7,32447385
511,5200,Technology,Barry Lam,73,Taiwan,Electronics,Technology,,TRUE,D,M,4/4/2023 5:01,,,,,,
511,5200,Food & Beverage,"Robert Rich, Jr.",82,United States,Frozen foods,Food & Beverage,,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
511,5200,Gambling & Casinos,Mark Scheinberg,49,United Kingdom,Online gambling,Gambling & Casinos,,TRUE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
511,5200,Technology,Charles Simonyi,74,United States,Microsoft,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
511,5200,Real Estate,Ty Warner,78,United States,"Plush toys, real estate",Real Estate,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
511,5200,Real Estate,Sam Zell,81,United States,"Real estate, private equity",Real Estate,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
523,5100,Manufacturing,Fang Wei,49,China,Steel,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
523,5100,Finance & Investments,Rekha Jhunjhunwala,59,India,Investments,Finance & Investments,,FALSE,N,F,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
523,5100,Finance & Investments,Charles B. Johnson,90,United States,Franklin Templeton,Finance & Investments,Franklin Resources Inc.,FALSE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
523,5100,Media & Entertainment,Kwon Hyuk-bin,49,South Korea,Online games,Media & Entertainment,Smilegate Holdings,TRUE,D,M,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
523,5100,Finance & Investments,Sami Mnaymneh,61,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
523,5100,Logistics,Kjell Inge Rokke,64,Norway,"Shipping, seafood",Logistics,,TRUE,D,M,4/4/2023 5:01,"$403,336,363,636",100.3,82.8,23.9,36.2,5347896
523,5100,Finance & Investments,Tony Tamer,65,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
523,5100,Healthcare,Tse Ping & family,71,Hong Kong,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,,,,,,
523,5100,Technology,Romesh T. Wadhwani,75,United States,Software,Technology,Symphony Technology Group,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
523,5100,Healthcare,Hansjoerg Wyss,88,United States,Medical devices,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
523,5100,Sports,Denise York & family,72,United States,San Francisco 49ers,Sports,San Francisco 49ers,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
534,5000,Finance & Investments,Ron Baron,79,United States,Money management,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
534,5000,Energy,Robert Bass,75,United States,"Oil, investments",Energy,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
534,5000,Healthcare,Dona Bertarelli,55,Switzerland,Biotech and investments,Healthcare,,FALSE,U,F,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
534,5000,Finance & Investments,Alexander Gerko,43,United Kingdom,Trading,Finance & Investments,,TRUE,N,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
534,5000,Technology,Martin Haefner,69,Switzerland,"Software, investments",Technology,,FALSE,U,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
534,5000,Telecom,"Robert Hale, Jr.",56,United States,Telecom,Telecom,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
534,5000,Healthcare,Viktor Kharitonin,50,Russia,Pharmaceuticals,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
534,5000,Technology,Kim Beom-su,57,South Korea,Online services,Technology,,TRUE,D,M,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
534,5000,Fashion & Retail,Jane Lauder,50,United States,Estée Lauder,Fashion & Retail,,FALSE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
534,5000,Fashion & Retail,Michel Leclercq & family,83,France,Sporting goods,Fashion & Retail,,FALSE,U,M,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
534,5000,Media & Entertainment,George Lucas,78,United States,Star Wars,Media & Entertainment,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
534,5000,Sports,Janice McNair,86,United States,"Energy, sports",Sports,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
534,5000,Healthcare,Ugur Sahin,57,Germany,Biotechnology,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
534,5000,Real Estate,Alexandra Schoerghuber & family,64,Germany,Real estate,Real Estate,,FALSE,U,F,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
534,5000,Healthcare,Thomas Straumann,59,Switzerland,Dental implants,Healthcare,,FALSE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
534,5000,Food & Beverage,Murat Ulker,64,Turkey,Food,Food & Beverage,,FALSE,U,M,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
534,5000,Fashion & Retail,Chip Wilson,66,Canada,Lululemon,Fashion & Retail,Lululemon,TRUE,D,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
534,5000,Real Estate,Zhu Yan & family,,China,Real estate,Real Estate,,FALSE,U,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
552,4900,Manufacturing,Jim Davis & family,79,United States,New Balance,Manufacturing,New Balance,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
552,4900,Healthcare,Murali Divi & family,72,India,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
552,4900,Technology,Dagmar Dolby & family,81,United States,Dolby Laboratories,Technology,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
552,4900,Technology,Marcos Galperin,,Argentina,E-commerce,Technology,,TRUE,U,M,4/4/2023 5:01,"$449,663,446,954",109.7,76.5,10.1,106.3,44938712
552,4900,Service,Tom Golisano,81,United States,Payroll services,Service,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
552,4900,Finance & Investments,Jonathan Gray,53,United States,Investments,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
552,4900,Finance & Investments,Bidzina Ivanishvili,67,Georgia,Investments,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$17,743,195,770",98.6,73.6,21.7,9.9,3720382
552,4900,Metals & Mining,Lim Hariyanto Wijaya Sarwono,94,Indonesia,"Palm oil, nickel mining",Metals & Mining,,TRUE,U,M,4/4/2023 5:01,"$1,119,190,780,753",106.4,71.5,10.2,30.1,270203917
552,4900,Healthcare,Rudolf Maag,77,Switzerland,Medical devices,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
552,4900,Food & Beverage,Emanuele (Lino) Saputo & family,86,Canada,Cheese,Food & Beverage,Saputo,FALSE,U,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
552,4900,Automotive,Mark Shoen,72,United States,U-Haul,Automotive,,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
552,4900,Sports,Dan Snyder,58,United States,Washington Commanders,Sports,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
552,4900,Diversified,Chairul Tanjung,60,Indonesia,Diversified,Diversified,,TRUE,D,M,4/4/2023 5:01,"$1,119,190,780,753",106.4,71.5,10.2,30.1,270203917
552,4900,Energy,Kelcy Warren,67,United States,Pipelines,Energy,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
552,4900,Fashion & Retail,Zhang Tao,50,China,E-commerce,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
567,4800,Fashion & Retail,Michael Ashley,58,United Kingdom,Sports retailing,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
567,4800,Fashion & Retail,Tomasz Biernacki,50,Poland,Supermarkets,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$592,164,400,688",100,77.6,17.4,40.8,37970874
567,4800,Healthcare,Bernard Broermann,79,Germany,Hospitals,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
567,4800,Fashion & Retail,Jimmy Haslam,69,United States,"Gas stations, retail",Fashion & Retail,Pilot Flying J,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
567,4800,Manufacturing,H. Fisk Johnson,64,United States,Cleaning products,Manufacturing,,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
567,4800,Manufacturing,S. Curtis Johnson,67,United States,Cleaning products,Manufacturing,,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
567,4800,Manufacturing,Helen Johnson-Leipold,66,United States,Cleaning products,Manufacturing,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
567,4800,Technology,Vinod Khosla,68,United States,Venture capital,Technology,Khosla Ventures,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
567,4800,Technology,Thai Lee,64,United States,IT provider,Technology,,TRUE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
567,4800,Manufacturing,Winifred J. Marquart,63,United States,Cleaning products,Manufacturing,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
567,4800,Healthcare,Pankaj Patel,70,India,Pharmaceuticals,Healthcare,,FALSE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
567,4800,Manufacturing,Horst Julius Pudwill,78,Hong Kong,Manufacturing,Manufacturing,,TRUE,D,M,4/4/2023 5:01,,,,,,
567,4800,Finance & Investments,Yu Yong,62,China,Mining,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
580,4700,Diversified,Maria Fernanda Amorim & family,88,Portugal,"Energy, investments",Diversified,,FALSE,E,F,4/4/2023 5:01,"$237,686,075,635",106.2,81.3,22.8,39.8,10269417
580,4700,Sports,Gayle Benson,76,United States,New Orleans Saints,Sports,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
580,4700,Technology,Jason Chang,78,Taiwan,Electronics,Technology,,TRUE,U,M,4/4/2023 5:01,,,,,,
580,4700,Manufacturing,Ali Erdemoglu,63,Turkey,Carpet,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
580,4700,Finance & Investments,Andre Esteves,54,Brazil,Banking,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
580,4700,Real Estate,Carlo Fidani,68,Canada,Real estate,Real Estate,Orlando Corporation,FALSE,U,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
580,4700,Technology,Hong Ra-hee,77,South Korea,Samsung,Technology,,FALSE,D,F,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
580,4700,Manufacturing,Li Gaiteng,50,China,Hair dryers,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
580,4700,Media & Entertainment,Thomas Secunda,68,United States,Bloomberg LP,Media & Entertainment,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
580,4700,Diversified,Zuowen Song,76,China,"Aluminum, diversified",Diversified,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
580,4700,Media & Entertainment,Tim Sweeney,52,United States,Video games,Media & Entertainment,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Food & Beverage,Bert Beveridge,61,United States,Vodka,Food & Beverage,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Media & Entertainment,Mark Cuban,64,United States,"Online media, Dallas Mavericks",Media & Entertainment,Dallas Mavericks,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Media & Entertainment,Charles Dolan & family,96,United States,Cable television,Media & Entertainment,Cablevision Systems Corp.,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Technology,Jack Dorsey,46,United States,"Twitter, Square",Technology,Twitter,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Energy,Fan Hongwei,56,China,Petrochemicals,Energy,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
591,4600,Metals & Mining,Vladimir Kim,62,Kazakhstan,Mining,Metals & Mining,,TRUE,D,M,4/4/2023 5:01,"$180,161,741,180",104.4,73.2,11.7,28.4,18513930
591,4600,Finance & Investments,"Andre Koo, Sr.",55,Taiwan,Financial services,Finance & Investments,,FALSE,D,M,4/4/2023 5:01,,,,,,
591,4600,Fashion & Retail,Ronald Lauder,79,United States,Estee Lauder,Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Manufacturing,Li Chunan,54,China,Renewable energy,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
591,4600,Media & Entertainment,Forrest Li,45,Singapore,Gaming,Media & Entertainment,,TRUE,D,M,4/4/2023 5:01,"$372,062,527,489",100.6,83.1,13.1,21,5703569
591,4600,Telecom,Richard Li,56,Hong Kong,Telecom,Telecom,,FALSE,D,M,4/4/2023 5:01,,,,,,
591,4600,Fashion & Retail,Doug Meijer & family,69,United States,Supermarkets,Fashion & Retail,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Fashion & Retail,Hank Meijer & family,71,United States,Supermarkets,Fashion & Retail,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Fashion & Retail,Mark Meijer & family,65,United States,Supermarkets,Fashion & Retail,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Food & Beverage,Issad Rebrab & family,79,Algeria,Food,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$169,988,236,398",109.9,76.7,37.2,66.1,43053054
591,4600,Logistics,Fred Smith,78,United States,FedEx,Logistics,FedEx Corp.,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Finance & Investments,Barry Sternlicht,62,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Manufacturing,Maximilian Viessmann,34,Germany,"Heating, cooling equipment",Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
591,4600,Food & Beverage,Russ Weiner,52,United States,Energy drinks,Food & Beverage,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
591,4600,Healthcare,Xue Min,66,China,Healthcare,Healthcare,,TRUE,N,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
611,4500,Food & Beverage,Juan Domingo Beckmann Legorreta & family,55,Mexico,Tequila,Food & Beverage,,FALSE,U,M,4/4/2023 5:01,"$1,258,286,717,125",105.8,75,13.1,55.1,126014024
611,4500,Technology,Dietmar Hopp & family,82,Germany,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
611,4500,Technology,Jiang Bin,56,China,Acoustic components,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
611,4500,Technology,Joseph Liemandt,54,United States,Software,Technology,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
611,4500,Food & Beverage,Theo Mueller,83,Switzerland,Dairy,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
611,4500,Technology,N.R. Narayana Murthy,76,India,Software services,Technology,,TRUE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
611,4500,Fashion & Retail,Odd Reitan & family,71,Norway,"Retail, real estate",Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,"$403,336,363,636",100.3,82.8,23.9,36.2,5347896
611,4500,Finance & Investments,Marc Rowan,60,United States,Private equity,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
611,4500,Real Estate,Hussain Sajwani,70,United Arab Emirates,Real estate,Real Estate,,TRUE,U,M,4/4/2023 5:01,"$421,142,267,938",108.4,77.8,0.1,15.9,9770529
611,4500,Finance & Investments,David Velez & family,41,Brazil,Fintech,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
611,4500,Manufacturing,Xu Jinfu,59,China,Chemicals,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
611,4500,Diversified,Samuel Yin,72,Taiwan,Retail,Diversified,,FALSE,D,M,4/4/2023 5:01,,,,,,
611,4500,Manufacturing,You Xiaoping & family,65,China,"Chemicals, spandex",Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
624,4400,Healthcare,Stéphane Bancel,50,United States,"Biotech, vaccines",Healthcare,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
624,4400,Technology,Margot Birmingham Perot,89,United States,"Computer services, real estate",Technology,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
624,4400,Manufacturing,Neal Blue & family,88,United States,Defense,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
624,4400,Service,Jim Davis,63,United States,Staffing & recruiting,Service,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
624,4400,Construction & Engineering,Rafael Del Pino,64,Spain,Construction,Construction & Engineering,,FALSE,U,M,4/4/2023 5:01,"$1,394,116,310,769",102.7,83.3,14.2,47,47076781
624,4400,Healthcare,Peter Grogg,81,Switzerland,Biochemicals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
624,4400,Fashion & Retail,Christian Haub,58,Germany,Retail,Fashion & Retail,,FALSE,E,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
624,4400,Real Estate,Mangal Prabhat Lodha,67,India,Real estate,Real Estate,,TRUE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
624,4400,Sports,Jeffrey Lurie & family,71,United States,Philadelphia Eagles,Sports,,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
624,4400,Finance & Investments,Joe Mansueto,66,United States,Investment research,Finance & Investments,Morningstar Inc.,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
624,4400,Manufacturing,Qian Dongqi & family,65,China,Home-cleaning robots,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
624,4400,Metals & Mining,Mikhail Shelkov,54,Russia,Titanium,Metals & Mining,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
636,4300,Telecom,Patrick Drahi,59,Switzerland,Telecom,Telecom,,TRUE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
636,4300,Finance & Investments,Behdad Eghbali,46,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
636,4300,Finance & Investments,Juan Carlos Escotet,63,Spain,Banking,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$1,394,116,310,769",102.7,83.3,14.2,47,47076781
636,4300,Finance & Investments,Jose E. Feliciano,49,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
636,4300,Healthcare,Hu Kaijun,61,China,Pharmaceuticals,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
636,4300,Logistics,Johnelle Hunt,91,United States,Trucking,Logistics,,TRUE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
636,4300,Food & Beverage,Marian Ilitch,90,United States,Little Caesars Pizza,Food & Beverage,,TRUE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
636,4300,Diversified,Daryl Katz,61,Canada,Pharmacies,Diversified,Katz Group,TRUE,D,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
636,4300,Metals & Mining,Andrei Kozitsyn,62,Russia,Metals,Metals & Mining,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
